6ac14292492788d7, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/6ac14292492788d7.jpg, 2743
b975c5472dafce71, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/b975c5472dafce71.jpg, 2743
2f79bc0106cc36b5, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/2f79bc0106cc36b5.jpg, 2743
02e8f778f5867a8b, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/02e8f778f5867a8b.jpg, 2743
44d72e6723fc8cae, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/44d72e6723fc8cae.jpg, 2743
454288581b05c61d, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/454288581b05c61d.jpg, 2743
6c09ce4a375cc39f, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/6c09ce4a375cc39f.jpg, 2743
2e9a6f65b61e2ea7, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/2e9a6f65b61e2ea7.jpg, 2743
6accba5ceba80254, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/6accba5ceba80254.jpg, 2743
509b885661b3a067, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/509b885661b3a067.jpg, 2743
75e9ec52685287ad, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/75e9ec52685287ad.jpg, 2743
c1febfe0730caf94, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/c1febfe0730caf94.jpg, 2743
cef145a1573ec17c, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/cef145a1573ec17c.jpg, 2743
46a6e1fb266d9524, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/46a6e1fb266d9524.jpg, 2743
a99315629d147e83, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/a99315629d147e83.jpg, 2743
9682f2ed79bdf29c, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/9682f2ed79bdf29c.jpg, 2743
657b4bfc999ec139, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/657b4bfc999ec139.jpg, 2743
f32fbaa24c8547da, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/f32fbaa24c8547da.jpg, 2743
41f0f36069ec0a7d, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/41f0f36069ec0a7d.jpg, 2743
6650e991500ac4ce, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/6650e991500ac4ce.jpg, 2743
3c8c5f574bca0003, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/3c8c5f574bca0003.jpg, 2743
88b6487e07f38d58, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/88b6487e07f38d58.jpg, 2743
71213277c1de6045, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/71213277c1de6045.jpg, 2743
0a82086eaa2196fa, /home/gangwu/projects/landmarks/data/tiny-landmarks/train/2743/0a82086eaa2196fa.jpg, 2743
